CustomerID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_score,segment
1002203,4,7,55.21257,5,5,4,55,Champions
1002209,13,2,7.34,4,2,1,42,Potential_loyalists
1002222,70,1,162.24,1,1,5,11,Hibernating
1002223,67,3,33.259499999999996,1,3,3,13,At_risk
1002255,4,6,187.1198,5,5,5,55,Champions
1002282,30,3,16.689500000000002,2,3,2,23,At_risk
1002309,37,3,208.9742,2,3,5,23,At_risk
1002323,10,3,54.3,4,3,4,43,Potential_loyalists
1002337,16,2,55.0,4,2,4,42,Potential_loyalists
1002370,5,3,116.37441999999999,5,3,5,53,Potential_loyalists
1002397,14,2,24.89595,4,2,3,42,Potential_loyalists
10024,6,2,60.48862,5,2,4,52,Potential_loyalists
1002426,5,2,89.22630000000001,5,2,5,52,Potential_loyalists
1002428,16,4,74.45875,4,4,5,44,Loyal_customers
1002435,4,2,16.195999999999998,5,2,2,52,Potential_loyalists
1002463,71,1,1.35,1,1,1,11,Hibernating
1002464,79,2,34.30749999999999,1,2,3,12,Hibernating
1002471,54,2,30.846249999999998,1,2,3,12,Hibernating
1002501,30,6,110.62419999999999,2,5,5,25,Cant_loose
1002526,23,1,1.6241,3,1,1,31,About_the_sleep
1002535,23,2,22.742,3,2,2,32,About_the_sleep
1002541,14,2,17.4374,4,2,2,42,Potential_loyalists
1002551,17,3,97.63235,4,3,5,43,Potential_loyalists
1002607,2,4,39.6666,5,4,3,54,Champions
1002609,55,2,164.6405,1,2,5,12,Hibernating
1002678,18,4,60.078500000000005,3,4,4,34,Loyal_customers
1002699,14,1,2.1,4,1,1,41,Promising
1002717,67,2,11.754999999999999,1,2,2,12,Hibernating
1002755,52,1,38.611000000000004,1,1,3,11,Hibernating
1002768,64,1,8.655899999999999,1,1,1,11,Hibernating
1002775,13,2,212.85109999999997,4,2,5,42,Potential_loyalists
1002786,5,5,108.24892,5,5,5,55,Champions
1002795,10,4,63.14325,4,4,4,44,Loyal_customers
1002800,55,2,97.13,1,2,5,12,Hibernating
1002813,66,1,9.5,1,1,1,11,Hibernating
1002819,8,3,30.871000000000002,5,3,3,53,Potential_loyalists
1002865,12,3,25.390700000000002,4,3,3,43,Potential_loyalists
1002892,19,5,62.518,3,5,4,35,Loyal_customers
1002926,11,4,28.619099999999996,4,4,3,44,Loyal_customers
100295,54,2,6.052300000000001,1,2,1,12,Hibernating
1002988,35,1,12.8,2,1,2,21,Hibernating
1003,78,2,31.484900000000003,1,2,3,12,Hibernating
1003054,6,3,10.241,5,3,1,53,Potential_loyalists
1003096,70,2,12.64,1,2,2,12,Hibernating
1003153,7,4,19.8303,5,4,2,54,Champions
1003156,45,2,12.7324,2,2,2,22,Hibernating
1003203,63,1,30.6178,1,1,3,11,Hibernating
1003205,6,6,75.83165,5,5,5,55,Champions
1003212,33,3,84.71000000000001,2,3,5,23,At_risk
1003221,44,1,3.0,2,1,1,21,Hibernating
100329,6,2,63.9447,5,2,4,52,Potential_loyalists
1003304,7,3,15.59,5,3,2,53,Potential_loyalists
1003322,33,3,50.94,2,3,4,23,At_risk
1003332,2,2,9.940000000000001,5,2,1,52,Potential_loyalists
1003354,32,3,76.63909999999998,2,3,5,23,At_risk
1003368,19,4,30.091050000000003,3,4,3,34,Loyal_customers
1003377,2,7,79.23505,5,5,5,55,Champions
1003378,47,1,30.650000000000002,1,1,3,11,Hibernating
1003392,70,3,198.1664,1,3,5,13,At_risk
1003471,20,1,6.9,3,1,1,31,About_the_sleep
1003599,17,4,49.6475,4,4,4,44,Loyal_customers
1003605,23,3,94.18350000000001,3,3,5,33,Need_attention
100364,70,2,51.9232,1,2,4,12,Hibernating
1003676,15,2,55.959,4,2,4,42,Potential_loyalists
100378,8,6,145.13,5,5,5,55,Champions
1003796,37,1,5.640000000000001,2,1,1,21,Hibernating
1003798,42,1,8.0,2,1,1,21,Hibernating
1003799,15,5,129.92765,4,5,5,45,Loyal_customers
1003877,22,1,51.74,3,1,4,31,About_the_sleep
1003923,67,1,8.010100000000001,1,1,1,11,Hibernating
1003952,17,3,17.3,4,3,2,43,Potential_loyalists
100398,15,4,48.353899999999996,4,4,4,44,Loyal_customers
1003999,82,1,3.85,1,1,1,11,Hibernating
1004,22,4,35.584500000000006,3,4,3,34,Loyal_customers
1004007,30,3,13.582,2,3,2,23,At_risk
1004022,16,2,10.149999999999999,4,2,1,42,Potential_loyalists
1004059,39,3,44.95,2,3,4,23,At_risk
1004082,5,5,84.3925,5,5,5,55,Champions
1004101,20,5,120.33365,3,5,5,35,Loyal_customers
1004140,69,3,37.745200000000004,1,3,3,13,At_risk
1004151,42,3,7.2,2,3,1,23,At_risk
1004158,3,4,14.97425,5,4,2,54,Champions
1004166,24,2,10.8,3,2,2,32,About_the_sleep
1004193,16,4,43.0,4,4,4,44,Loyal_customers
1004211,37,1,9.600000000000001,2,1,1,21,Hibernating
1004265,39,2,10.3,2,2,1,22,Hibernating
1004271,23,3,12.785,3,3,2,33,Need_attention
1004272,55,2,18.7,1,2,2,12,Hibernating
1004294,22,4,68.19999999999999,3,4,4,34,Loyal_customers
1004300,51,3,10.65,1,3,1,13,At_risk
1004335,13,1,9.067499999999999,4,1,1,41,Promising
1004429,22,1,0.4,3,1,1,31,About_the_sleep
1004436,18,4,126.3425,3,4,5,34,Loyal_customers
1004444,5,4,53.55,5,4,4,54,Champions
1004450,53,2,3.9,1,2,1,12,Hibernating
1004458,10,4,29.958199999999998,4,4,3,44,Loyal_customers
1004486,8,2,5.3,5,2,1,52,Potential_loyalists
1004508,21,2,92.8526,3,2,5,32,About_the_sleep
1004596,17,4,97.7318,4,4,5,44,Loyal_customers
1004610,40,3,14.95105,2,3,2,23,At_risk
1004648,9,1,22.6,4,1,2,41,Promising
1004683,38,2,43.99,2,2,4,22,Hibernating
1004690,27,3,38.88999999999999,3,3,3,33,Need_attention
1004705,17,3,48.26625,4,3,4,43,Potential_loyalists
1004739,5,6,79.75400000000002,5,5,5,55,Champions
1004744,4,2,37.6925,5,2,3,52,Potential_loyalists
1004759,3,5,74.14789999999999,5,5,5,55,Champions
100479,13,1,179.2795,4,1,5,41,Promising
1004849,2,2,43.647,5,2,4,52,Potential_loyalists
1004851,33,2,19.25,2,2,2,22,Hibernating
1004854,42,2,5.9229,2,2,1,22,Hibernating
1004867,44,5,99.90850000000002,2,5,5,25,Cant_loose
1004887,3,6,59.881299999999996,5,5,4,55,Champions
1004899,11,6,129.48225,4,5,5,45,Loyal_customers
1004906,84,1,1.45,1,1,1,11,Hibernating
1004949,71,1,0.5,1,1,1,11,Hibernating
1004960,4,2,94.4475,5,2,5,52,Potential_loyalists
1004980,76,1,2.85,1,1,1,11,Hibernating
1005,9,5,115.96059999999999,4,5,5,45,Loyal_customers
1005009,2,4,30.913999999999994,5,4,3,54,Champions
1005030,46,1,32.65,2,1,3,21,Hibernating
1005042,3,3,40.0005,5,3,3,53,Potential_loyalists
1005062,80,1,1.2,1,1,1,11,Hibernating
1005082,31,2,13.4,2,2,2,22,Hibernating
1005090,8,2,9.299999999999999,5,2,1,52,Potential_loyalists
100510,10,3,27.7256,4,3,3,43,Potential_loyalists
1005109,13,3,219.5745,4,3,5,43,Potential_loyalists
1005153,29,2,6.619999999999999,2,2,1,22,Hibernating
1005156,33,1,33.038,2,1,3,21,Hibernating
1005163,2,6,63.261500000000005,5,5,4,55,Champions
1005184,12,2,15.1,4,2,2,42,Potential_loyalists
100520,15,3,152.00585,4,3,5,43,Potential_loyalists
1005216,13,4,30.200250000000004,4,4,3,44,Loyal_customers
1005224,9,3,20.049999999999997,4,3,2,43,Potential_loyalists
1005274,20,2,45.2294,3,2,4,32,About_the_sleep
100530,7,9,215.80695000000003,5,5,5,55,Champions
1005308,10,6,42.519999999999996,4,5,4,45,Loyal_customers
1005313,59,3,162.42429999999996,1,3,5,13,At_risk
1005314,2,4,50.9965,5,4,4,54,Champions
1005326,17,3,7.9,4,3,1,43,Potential_loyalists
1005384,54,3,14.4,1,3,2,13,At_risk
1005394,33,5,421.01815000000005,2,5,5,25,Cant_loose
1005484,29,2,25.679799999999997,2,2,3,22,Hibernating
100549,69,1,23.147500000000008,1,1,3,11,Hibernating
100551,20,3,52.230399999999996,3,3,4,33,Need_attention
1005535,18,3,67.13275,3,3,4,33,Need_attention
1005549,10,6,172.7113,4,5,5,45,Loyal_customers
1005568,19,3,62.93,3,3,4,33,Need_attention
1005583,18,3,66.86699999999999,3,3,4,33,Need_attention
10056,19,4,13.500000000000002,3,4,2,34,Loyal_customers
1005617,69,1,24.154999999999998,1,1,3,11,Hibernating
1005618,51,1,0.896,1,1,1,11,Hibernating
100563,70,1,5.4,1,1,1,11,Hibernating
1005648,13,6,79.35714999999999,4,5,5,45,Loyal_customers
1005670,51,2,31.389500000000005,1,2,3,12,Hibernating
1005678,40,3,28.6,2,3,3,23,At_risk
1005711,38,2,22.949999999999996,2,2,2,22,Hibernating
1005744,52,1,11.75,1,1,2,11,Hibernating
1005833,70,1,3.5,1,1,1,11,Hibernating
100586,45,2,18.151,2,2,2,22,Hibernating
1005883,8,6,86.58605,5,5,5,55,Champions
1005890,54,2,17.517,1,2,2,12,Hibernating
1005901,72,1,14.0,1,1,2,11,Hibernating
1005904,2,2,8.1067,5,2,1,52,Potential_loyalists
1005911,4,2,35.35,5,2,3,52,Potential_loyalists
1005973,45,3,50.09275,2,3,4,23,At_risk
1005987,3,3,25.82665,5,3,3,53,Potential_loyalists
1006,5,4,40.6475,5,4,4,54,Champions
1006022,82,1,76.88739999999999,1,1,5,11,Hibernating
1006028,3,7,70.08505000000001,5,5,4,55,Champions
1006042,39,4,30.950000000000003,2,4,3,24,At_risk
1006084,82,2,13.7084,1,2,2,12,Hibernating
100610,33,2,7.660500000000001,2,2,1,22,Hibernating
1006103,10,3,13.5,4,3,2,43,Potential_loyalists
100611,4,1,26.7,5,1,3,51,New_customers
1006191,11,3,37.224000000000004,4,3,3,43,Potential_loyalists
1006198,20,2,45.392799999999994,3,2,4,32,About_the_sleep
1006240,13,5,57.44789999999999,4,5,4,45,Loyal_customers
1006281,4,1,12.54,5,1,2,51,New_customers
1006284,3,5,110.634,5,5,5,55,Champions
1006379,15,2,1.653,4,2,1,42,Potential_loyalists
1006397,31,2,9.3536,2,2,1,22,Hibernating
1006457,82,1,16.5225,1,1,2,11,Hibernating
1006469,38,2,21.475,2,2,2,22,Hibernating
1006487,8,4,78.5725,5,4,5,54,Champions
1006489,58,1,7.07,1,1,1,11,Hibernating
1006490,3,4,27.869899999999998,5,4,3,54,Champions
1006536,26,1,6.550000000000001,3,1,1,31,About_the_sleep
1006549,3,2,13.75,5,2,2,52,Potential_loyalists
100655,66,1,3.95,1,1,1,11,Hibernating
1006550,13,1,3.2107999999999994,4,1,1,41,Promising
1006559,30,2,4.619999999999999,2,2,1,22,Hibernating
1006563,32,1,15.394200000000001,2,1,2,21,Hibernating
100657,56,3,14.2086,1,3,2,13,At_risk
1006608,21,3,43.571600000000004,3,3,4,33,Need_attention
1006623,17,2,231.29999999999998,4,2,5,42,Potential_loyalists
1006627,27,1,21.8084,3,1,2,31,About_the_sleep
1006633,3,3,93.37935,5,3,5,53,Potential_loyalists
1006651,33,4,67.4585,2,4,4,24,At_risk
1006661,12,3,22.566000000000003,4,3,2,43,Potential_loyalists
1006664,41,2,46.8101,2,2,4,22,Hibernating
1006688,36,3,16.25,2,3,2,23,At_risk
1006698,34,3,11.223999999999998,2,3,2,23,At_risk
1006699,4,2,4.93,5,2,1,52,Potential_loyalists
1006705,25,2,10.34,3,2,1,32,About_the_sleep
100673,61,3,57.9105,1,3,4,13,At_risk
1006732,34,2,182.37125,2,2,5,22,Hibernating
1006738,4,4,28.174999999999997,5,4,3,54,Champions
1006824,18,2,20.766,3,2,2,32,About_the_sleep
1006895,15,2,7.8,4,2,1,42,Potential_loyalists
1006905,10,3,31.033099999999997,4,3,3,43,Potential_loyalists
1006908,59,2,18.680500000000002,1,2,2,12,Hibernating
1006912,39,1,7.0153,2,1,1,21,Hibernating
1006979,30,3,10.2276,2,3,1,23,At_risk
100699,3,6,191.5706,5,5,5,55,Champions
1007,49,2,12.35,1,2,2,12,Hibernating
1007123,39,4,45.12225,2,4,4,24,At_risk
1007127,15,2,90.55700000000002,4,2,5,42,Potential_loyalists
1007129,23,4,32.65625,3,4,3,34,Loyal_customers
1007142,10,2,4.2,4,2,1,42,Potential_loyalists
1007150,36,5,36.231,2,5,3,25,Cant_loose
1007175,75,1,58.5465,1,1,4,11,Hibernating
1007180,47,1,7.9191,1,1,1,11,Hibernating
1007196,33,1,0.5,2,1,1,21,Hibernating
1007236,8,4,82.62199,5,4,5,54,Champions
1007239,8,3,24.9245,5,3,3,53,Potential_loyalists
1007303,7,2,9.667,5,2,1,52,Potential_loyalists
1007309,6,2,30.75,5,2,3,52,Potential_loyalists
1007349,61,2,44.9975,1,2,4,12,Hibernating
1007388,25,2,121.96919999999999,3,2,5,32,About_the_sleep
1007421,22,6,96.63954999999999,3,5,5,35,Loyal_customers
1007436,46,1,7.4,2,1,1,21,Hibernating
100745,61,2,27.65,1,2,3,12,Hibernating
1007450,26,1,6.871499999999999,3,1,1,31,About_the_sleep
1007482,49,3,24.950499999999998,1,3,3,13,At_risk
1007484,2,2,37.92250000000001,5,2,3,52,Potential_loyalists
1007518,23,2,26.825,3,2,3,32,About_the_sleep
1007519,20,6,47.8652,3,5,4,35,Loyal_customers
1007533,2,2,32.4233,5,2,3,52,Potential_loyalists
1007593,17,3,154.90955,4,3,5,43,Potential_loyalists
100760,26,2,19.923499999999997,3,2,2,32,About_the_sleep
1007621,23,1,0.45,3,1,1,31,About_the_sleep
1007626,2,4,58.76,5,4,4,54,Champions
1007643,2,3,25.956999999999997,5,3,3,53,Potential_loyalists
1007669,20,3,196.77400000000003,3,3,5,33,Need_attention
1007680,26,3,93.3905,3,3,5,33,Need_attention
1007701,11,1,17.9898,4,1,2,41,Promising
1007792,26,3,26.5,3,3,3,33,Need_attention
1007843,73,1,13.3225,1,1,2,11,Hibernating
1007867,40,2,7.890750000000001,2,2,1,22,Hibernating
1007882,3,2,20.1,5,2,2,52,Potential_loyalists
1007890,8,2,4.4,5,2,1,52,Potential_loyalists
1007910,69,1,1.0,1,1,1,11,Hibernating
1007919,20,5,61.7757,3,5,4,35,Loyal_customers
1007937,81,1,102.10300000000001,1,1,5,11,Hibernating
1007960,36,3,50.765,2,3,4,23,At_risk
1008,5,6,121.2436,5,5,5,55,Champions
1008001,31,4,100.13529999999999,2,4,5,24,At_risk
1008019,28,6,36.989999999999995,3,5,3,35,Loyal_customers
1008051,44,6,121.97824999999999,2,5,5,25,Cant_loose
1008061,42,3,26.749999999999996,2,3,3,23,At_risk
1008111,16,2,5.65,4,2,1,42,Potential_loyalists
1008126,46,3,8.6298,2,3,1,23,At_risk
1008184,20,2,6.526,3,2,1,32,About_the_sleep
1008209,50,3,19.345399999999998,1,3,2,13,At_risk
1008227,24,2,35.410689999999995,3,2,3,32,About_the_sleep
1008233,15,3,36.40825,4,3,3,43,Potential_loyalists
1008293,47,4,42.30725,1,4,4,14,At_risk
1008296,19,2,11.049999999999999,3,2,2,32,About_the_sleep
1008322,84,2,5.85,1,2,1,12,Hibernating
1008338,16,5,47.05,4,5,4,45,Loyal_customers
100835,34,1,5.0546,2,1,1,21,Hibernating
1008376,12,4,39.8185,4,4,3,44,Loyal_customers
1008392,87,1,51.65,1,1,4,11,Hibernating
100842,62,3,72.42840000000001,1,3,4,13,At_risk
1008433,52,1,24.468400000000003,1,1,3,11,Hibernating
1008443,2,2,401.30769999999995,5,2,5,52,Potential_loyalists
1008452,6,2,1.5,5,2,1,52,Potential_loyalists
100847,20,4,46.19,3,4,4,34,Loyal_customers
1008471,57,3,38.12924999999999,1,3,3,13,At_risk
1008480,50,1,14.9,1,1,2,11,Hibernating
1008486,31,2,19.7425,2,2,2,22,Hibernating
1008491,9,2,15.366870000000002,4,2,2,42,Potential_loyalists
1008507,2,3,9.35,5,3,1,53,Potential_loyalists
1008510,18,6,128.6977,3,5,5,35,Loyal_customers
1008588,35,1,11.3185,2,1,2,21,Hibernating
1008593,20,3,9.15,3,3,1,33,Need_attention
1008610,16,5,25.6199,4,5,3,45,Loyal_customers
1008626,3,3,80.20405000000001,5,3,5,53,Potential_loyalists
1008627,5,1,7.450000000000001,5,1,1,51,New_customers
1008629,42,2,23.9,2,2,3,22,Hibernating
1008630,79,1,1.5,1,1,1,11,Hibernating
1008636,80,1,3.4410000000000003,1,1,1,11,Hibernating
1008645,54,2,151.08855,1,2,5,12,Hibernating
1008647,3,3,23.65,5,3,3,53,Potential_loyalists
1008688,6,4,18.049999999999997,5,4,2,54,Champions
1008710,49,3,67.8505,1,3,4,13,At_risk
1008714,6,2,13.465,5,2,2,52,Potential_loyalists
1008747,20,3,36.7,3,3,3,33,Need_attention
1008750,17,2,7.7,4,2,1,42,Potential_loyalists
1008784,31,2,30.9768,2,2,3,22,Hibernating
1008828,49,1,5.365,1,1,1,11,Hibernating
1008831,81,1,5.0,1,1,1,11,Hibernating
1008852,16,2,16.5697,4,2,2,42,Potential_loyalists
1008860,2,3,16.38675,5,3,2,53,Potential_loyalists
1008951,20,4,66.9088,3,4,4,34,Loyal_customers
1008954,78,1,3.9,1,1,1,11,Hibernating
1008957,13,4,59.540749999999996,4,4,4,44,Loyal_customers
1008978,2,5,25.44,5,5,3,55,Champions
1008980,10,1,9.9,4,1,1,41,Promising
1009,39,2,21.24225,2,2,2,22,Hibernating
1009006,5,4,65.82239999999999,5,4,4,54,Champions
1009007,47,3,75.83509999999998,1,3,5,13,At_risk
1009028,73,1,1.95,1,1,1,11,Hibernating
1009029,21,4,50.040000000000006,3,4,4,34,Loyal_customers
1009052,20,1,8.492999999999999,3,1,1,31,About_the_sleep
1009063,33,4,16.148,2,4,2,24,At_risk
1009081,57,1,128.91075,1,1,5,11,Hibernating
1009147,17,4,76.92786,4,4,5,44,Loyal_customers
1009148,42,2,7.49,2,2,1,22,Hibernating
1009195,39,4,17.207,2,4,2,24,At_risk
1009216,73,1,3.1,1,1,1,11,Hibernating
1009220,67,2,8.992,1,2,1,12,Hibernating
1009221,26,4,70.27134999999998,3,4,4,34,Loyal_customers
1009251,9,2,40.6672,4,2,4,42,Potential_loyalists
1009304,32,1,5.95,2,1,1,21,Hibernating
1009326,55,4,34.01355,1,4,3,14,At_risk
1009334,63,1,0.7,1,1,1,11,Hibernating
1009362,28,4,66.93700000000001,3,4,4,34,Loyal_customers
1009379,44,2,13.35,2,2,2,22,Hibernating
1009401,42,3,5.1,2,3,1,23,At_risk
1009407,13,2,35.565,4,2,3,42,Potential_loyalists
1009463,68,1,53.89,1,1,4,11,Hibernating
1009468,23,4,55.804,3,4,4,34,Loyal_customers
1009469,33,1,5.9,2,1,1,21,Hibernating
1009475,81,1,10.19,1,1,1,11,Hibernating
1009486,23,2,14.985,3,2,2,32,About_the_sleep
1009489,20,5,194.62744999999998,3,5,5,35,Loyal_customers
1009521,3,4,53.39999999999999,5,4,4,54,Champions
1009526,2,3,18.11875,5,3,2,53,Potential_loyalists
1009546,74,1,51.06,1,1,4,11,Hibernating
1009559,53,2,44.190000000000005,1,2,4,12,Hibernating
1009572,23,2,10.100000000000001,3,2,1,32,About_the_sleep
1009582,9,1,2.75,4,1,1,41,Promising
1009592,40,4,75.4294,2,4,5,24,At_risk
10096,26,2,67.5135,3,2,4,32,About_the_sleep
1009624,15,1,1.9,4,1,1,41,Promising
1009630,5,6,157.2515,5,5,5,55,Champions
1009632,52,1,18.26125,1,1,2,11,Hibernating
1009639,21,2,38.99550000000001,3,2,3,32,About_the_sleep
1009721,34,1,11.708400000000001,2,1,2,21,Hibernating
1009732,14,2,48.0105,4,2,4,42,Potential_loyalists
1009789,4,1,19.819499999999998,5,1,2,51,New_customers
1009799,23,1,0.35,3,1,1,31,About_the_sleep
1009800,17,4,31.45725,4,4,3,44,Loyal_customers
1009836,66,2,47.2025,1,2,4,12,Hibernating
1009850,20,2,46.7362,3,2,4,32,About_the_sleep
1009885,33,2,70.1085,2,2,4,22,Hibernating
1009917,9,1,0.9,4,1,1,41,Promising
100992,77,1,26.589999999999996,1,1,3,11,Hibernating
1009927,9,2,3.2218999999999998,4,2,1,42,Potential_loyalists
1009994,30,5,87.3378,2,5,5,25,Cant_loose
1009997,51,3,109.286,1,3,5,13,At_risk
101,21,2,26.19,3,2,3,32,About_the_sleep
1010,25,4,44.383250000000004,3,4,4,34,Loyal_customers
1010022,30,2,10.0,2,2,1,22,Hibernating
1010074,22,1,5.4,3,1,1,31,About_the_sleep
1010119,5,4,98.165,5,4,5,54,Champions
1010143,51,2,78.55,1,2,5,12,Hibernating
1010149,8,4,44.20740000000001,5,4,4,54,Champions
1010180,36,2,22.0,2,2,2,22,Hibernating
1010287,48,3,55.87,1,3,4,13,At_risk
1010373,2,5,67.50999999999999,5,5,4,55,Champions
1010387,34,3,62.57865,2,3,4,23,At_risk
1010390,16,4,64.98410000000001,4,4,4,44,Loyal_customers
1010413,9,2,8.55,4,2,1,42,Potential_loyalists
101042,13,6,40.92,4,5,4,45,Loyal_customers
101044,37,1,4.25,2,1,1,21,Hibernating
1010509,8,1,3.0,5,1,1,51,New_customers
1010519,23,5,25.076749999999997,3,5,3,35,Loyal_customers
101055,18,5,24.7,3,5,3,35,Loyal_customers
1010551,89,1,2.9699999999999998,1,1,1,11,Hibernating
101059,9,4,112.202,4,4,5,44,Loyal_customers
1010590,28,2,17.72712,3,2,2,32,About_the_sleep
1010591,47,4,71.5992,1,4,4,14,At_risk
1010599,76,1,32.332699999999996,1,1,3,11,Hibernating
1010601,19,5,57.71,3,5,4,35,Loyal_customers
1010614,52,1,4.44,1,1,1,11,Hibernating
1010625,29,4,41.20155,2,4,4,24,At_risk
1010629,20,3,86.15650000000001,3,3,5,33,Need_attention
1010638,69,1,51.577799999999996,1,1,4,11,Hibernating
1010651,69,1,13.0121,1,1,2,11,Hibernating
1010670,17,2,52.1,4,2,4,42,Potential_loyalists
1010681,13,5,112.2794,4,5,5,45,Loyal_customers
1010688,2,5,91.175,5,5,5,55,Champions
1010711,8,5,65.5184,5,5,4,55,Champions
1010719,55,2,93.4985,1,2,5,12,Hibernating
